Ratings,Comment,Reviews
5,Fabulous!,"This is the best budget smartphone for playing pubg. I basically bought it for playing pubg. Altough the battery is not good, all you need to do is play the game while charging so that no battery problem will occur.READ MORE"
5,Terrific,Nothing much to say about iphone.. this is my first iphone. Battery is the only concern. Apart from that all good.READ MORE
5,Brilliant,Nice oneREAD MORE
1,Useless product,After one 1year automatic motherboard short circuit and damage. I lost my phone and money.READ MORE
5,Great product,Better than cheap Chinese phone in this budgetREAD MORE
4,Good choice,Overall it’s a good phone and very handyREAD MORE
5,Great product,Fablious  awesome camera white colour looking soo greatREAD MORE
5,Great product,So.......nice mobileREAD MORE
5,Best in the market!,All GoodREAD MORE
5,Simply awesome,Always Awesome appleREAD MORE
5,Just wow!,It’s Good!READ MORE
1,Bed Connectivity,"isuue in network connectivity, very bed network connectivity in my office, even some times call also cut automatically however full connectivity observed in my previous VIVO phone in my office.READ MORE"
5,Perfect product!,Loved the experience. Highly liked the voice call quality.READ MORE
5,Fabulous!,great productREAD MORE
4,Wonderful,AwesomeREAD MORE
5,Best in the market!,Great product at affordable price .READ MORE
5,Mind-blowing purchase,FabulousREAD MORE
5,Classy product,I loved the phone how the phone is... I like quality of camera display and inch’s of screen with simple handling...READ MORE
5,Worth every penny,Overall nice buy.READ MORE
5,Terrific,Gud oneREAD MORE
5,Excellent,"A quality buy phone it is . Although screen size is small, heavy applications works very smoothly.READ MORE"
4,Good quality product,Loved the product got at big billion day at lowest priceREAD MORE
4,Pretty good,Good phone.READ MORE
5,Simply awesome,Phone is good for your secondary device.READ MORE
3,Good,The phone itself for the price is good. But the battery is appallingREAD MORE
5,Highly recommended,Packed with features.READ MORE
5,Must buy!,If you are a moderate user the battery would be great for you.Apart from battery everything in this small beast is awesomeREAD MORE
5,Must buy!,"Awesome Phone, bought in Flipkart sale, excellent performance and batter backup is need to improveREAD MORE"
5,Must buy!,Very nice experienceREAD MORE
5,Simply awesome,Superb productREAD MORE
5,Highly recommended,New user to iOS but genuinely it’s great experience with iOS.bought this in sale at low price thnx t FlipkartREAD MORE
4,Delightful,NiceREAD MORE
5,Great product,Very nice as usual only battery problemREAD MORE
5,Wonderful,Nice iam very happy with the mobileREAD MORE
2,Not good,I am writing this review after using this phone for three weeks!Pros:1) Good Ergonomics. Pretty good to use with one hand.2) processing power is a good awesome.3) Camera is quite okay. But doesn’t compete with others when it comes to detail capturing.Cons:1) I am facing quite a lot of issue while surfing internet. It’s not the problem with my service provider. Same SIM card when inserted in other android device give good internet speed but when inserted in iPhone it doesn’t work!!!2) ...READ MORE
5,Terrific,"Nice mobile, but different os android, I am using first time iphoneREAD MORE"
5,Wonderful,Nyc phoneREAD MORE
5,Brilliant,Very Good ProductREAD MORE
5,Fabulous!,Excellent power packed compact phone.READ MORE
5,Excellent,Apple Always GreatREAD MORE
5,Awesome,"Wao. Simply amazing it is. The battery is 5/5, Performance is 5/5. Even a full charge can easily pass 24 hours with moderate use. Nice products at all. A very good iPhone those who want to switch from android to iPhone!READ MORE"
5,Highly recommended,ExcellentREAD MORE
5,Awesome,Incredible phone...will easily last for 5+ years!!READ MORE
5,Just wow!,Good mobileREAD MORE
5,Fabulous!,Camera 🔥READ MORE
3,Good,Battery 100% charged stands for 4 hrs only with minimal usage.READ MORE
5,Worth every penny,GoodREAD MORE
5,Terrific purchase,Last picture from my Motorola one Action also from flipkart thanks flipkart.READ MORE
5,Excellent,"Awesome phone in this price range. I was Android users and this is my first iPhone. Initial days it was frustrating but over period I started loving this. Far better than Android - never hang, smooth support for all applications, awesome sound quality and camera.READ MORE"
5,Highly recommended,ExcellentREAD MORE
5,Perfect product!,As expectedREAD MORE
5,Excellent,Awesome & genuine product I love itREAD MORE
5,Must buy!,I phone 📱 se 2020 is my life first I phone I am fully satisfied with this iPhone but Battery 🔋 capacity is little poorREAD MORE
4,Nice gift to my Parents,"My parents were happy with the gifts , so far the phone is working perfectly fine. Special thanks to flipkart for the quick and safe delivery.plus point is good offer on the expensive phone ( 8k) was super.READ MORE"
5,Great product,it’s really powerful...)READ MORE
4,Good choice,An excellent buy and buck for money. Only downside is batteryREAD MORE
5,Perfect product!,NICE PRODUCT ... AND GOOD PACKAGINGREAD MORE
5,Excellent,Loved it. My first iPhone in my life.READ MORE
5,Excellent,ExcellentREAD MORE
5,Just wow!,Good photoREAD MORE
1,Did not meet expectations,Got third party data cable.which i saw after 2 months. so practically no option available for return.never purchase from flipkart. fuddu siteREAD MORE
5,Wonderful,"Very good camera,softwareREAD MORE"
5,Brilliant,"A very good phone in small budget, compared to other Iphone.READ MORE"
5,Mind-blowing purchase,I have got this phone for my dad phone is good because its iPhone but a problem is only battery if you can manage battery backup then you can buy this battery backup is really not sufficient for heavy user..READ MORE
5,Just wow!,It's one of the best Apple iPhone with good features for better price...READ MORE
5,Perfect product!,WooowREAD MORE
5,Terrific,"This is amazing. This is my first iphone. So i am quite excited to use it. And as I see many of negative comments, i feel comparing this with other iphones is totally useless. This features at this cheap rate is great. I am happy using this iphone. Camera quality is amazing and battery backup is aame as usual phones that last foe 1.5 days. This is what we require in a smartphone. I would recommend to purchase this. Worth money product.READ MORE"
3,Nice,Battery and display are insanely bad. Good camera and performance.READ MORE
4,Chota packet bada dhamaka !!!!,Switched from 6 to SE...awesome performance and camera quality.....only issue i faced is slow battery chargeREAD MORE
5,Fabulous!,Awesome...Wonderful price...Wonderful iPhone...READ MORE
5,Excellent,"Many people complain about the battery of this phone, but the battery isn’t that lousy. Camera quality and performance of this small, handy mobile device is mint!!!!  It is pocketable because of its size. If you are a  compact phone lover and if you want iOS experience, JUST GO FOR IT.READ MORE"
5,Worth every penny,ExcellentREAD MORE
1,Did not meet expectations,Not yet all worth since battery back is not good.READ MORE
5,Wonderful,in single word “AWESOME”...//!!😊READ MORE
4,Pretty good,Nice product and prompt delivery from Flipkart.READ MORE
5,Terrific purchase,"got delivered in just a day. it's beautiful and really fast. the camera is great. everything about the phone just works. however, if you use your phone all day you'll have to charge it twice. for moderate usage charging once is enough.READ MORE"
5,Fabulous!,The budget phone with great brand image.READ MORE
5,Brilliant,Everything is good but battery life is too low.READ MORE
5,Awesome,Awesome. Loving it. Thanks Flipkart for an amazing offer. 😍READ MORE
5,Must buy!,Phone is perfect except of its battery performance. Battery drains too fast. Need to charge 2 times a day.  Battery backup is like headache. Need to carry powerbank OTGREAD MORE
4,Delightful,"App crash, touch, hang problem and no positive response from apple customer support.READ MORE"
5,Great product,GoodREAD MORE
5,Must buy!,Nice modelREAD MORE
5,Must buy!,This is my first I phone & I am very much satisfied after using this phone.READ MORE
5,Brilliant,Very niceREAD MORE
4,Very Good,Apple product so always good....high price ..small display...but yes it's powerful and run smoothly.READ MORE
4,Value-for-money,Product is really good and comfortable for the usage thanks to the sellerREAD MORE
4,Very Good,Easy to single hand use .... good camera set up Performance is also goodREAD MORE
5,Classy product,The BEST phone ever.READ MORE
5,Simply awesome,This phone is very handy and cute. Finally we can say no phone is better than iphone love you apple. Love tyou flipkart thanks for such great offersREAD MORE
5,Best in the market!,It is a Value for money iphone. It is superb.READ MORE
5,Just wow!,Good product.READ MORE
5,Must buy!,Best phone for this price.READ MORE
5,Must buy!,Excellent product from Apple. Very happy to buy this.READ MORE
5,Must buy!,"Best phone if you want to use apple for first time.Best camera , performance.Poor batteryREAD MORE"
5,Super!,Thanks Flipkart for fastest deliveryREAD MORE
4,Wonderful,Except battery everything is good. Good phone to use as secondary deviceREAD MORE
5,Mind-blowing purchase,# 1 (Apple)READ MORE
1,Hated it!,"I recently purchased this phone with complete protection plan but within two month charger is not working, and when I contacted support team they are asking me to pay more amount as initiation process. I request all of you to don't buy complete mobile protection plan with flipkart it's worst in term of service.READ MORE"
5,Simply awesome,Battery backup is too lowREAD MORE
5,Just wow!,1month complete to use and I'm happy 😍READ MORE
3,Fair,battery get very fast drain but over all niceREAD MORE
5,Great product,"If you want an apple device which you can use with one hand, go for this.READ MORE"
4,Good choice,It is already successful product But Only one suggestion and recommendation Improve battery capacityREAD MORE
5,Must buy!,GoodREAD MORE
5,Simply awesome,Best phone everREAD MORE
3,Fair,Mobile is just awesome.....!!!!But have to improve the battery backup.....!!!READ MORE
5,Classy product,This is truly fab phone .it is very handy 😀 Camera is superb  sound is great. Smooth performance. Se 2020 is my first iPhone  I really love this phone .READ MORE
5,Awesome,Superrr cool. Thank you Flipkart for your safe deliveryREAD MORE
5,Great product,Love for Apple never ends !!READ MORE
5,Brilliant,GoodREAD MORE
5,Best in the market!,Best iPhone money can buy. Only have to compromise on small display and batteryREAD MORE
4,Worth the money,GoodREAD MORE
5,Terrific,value for moneyREAD MORE
5,Best in the market!,I would only recommend if you love small sized phone.Only negative thing that I felt is battery could be much better 💯💯💯READ MORE
5,Mind-blowing purchase,Perfect!!!. NO issues at all. Worth Every Penny.  I was skeptical but Product genuineness is maintained as you get from official brand site.READ MORE
5,Highly recommended,Best in phone. Must buy it. Handy phone. No hanging problems. Best value for your moneyREAD MORE
5,Classy product,As Expressed Compact PhoneREAD MORE
